Price,Location,Area,Rooms,Bathrooms,Pieces,Type of property,Floor,Condition,Age,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
"185,000 EUR",M'saken,500m²,6 Rooms,3 Bathrooms,3 Pieces,House,,New,1-5 years old,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
"580,000,000 TND",Chotrana 1 inLa Soukra,400m²,4 Rooms,4 Bathrooms,6 Pieces,Villa,,New,,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"430,000 TND",Chott Meriem inAkouda,155m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"84,000 TND",Medenine,210m²,2 Rooms,1 Bathroom,1 Piece,House,,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"125,000 TND",Ariana inAriana Ville,73m²,1 Room,1 Bathroom,2 Pieces,Apartment,2nd,Good condition,10-20 years old,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"100,000 TND",Dar Châabane,70m²,1 Room,1 Bathroom,1 Piece,Apartment,3rd,Good condition,5-10 years old,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet inHammamet,1000m²,4 Rooms,2 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,500,000 TND",Les Jardins de Carthage inLe Kram,467m²,4 Rooms,,,House,,,,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"430,000 TND",Hammamet Nord inHammamet,130m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"160,000 TND",Rades Meliane inRades,75m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Menzah 8 inAriana Ville,86m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,2nd,Good condition,20-30 years old,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
"250,000 TND",El Menzah 1 inEl Menzah,100m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"448,000 TND",Borj Louzir inLa Soukra,370m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,1-5 years old,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,91m²,3 Rooms,1 Bathroom,3 Pieces,Apartment,5th,Good condition,1-5 years old,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"210,000 TND",Mornag inMornag,135m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,1st,Good condition,1-5 years old,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"345,000 TND",Raoued inRaoued,260m²,3 Rooms,2 Bathrooms,6 Pieces,Villa,,New,1-5 years old,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes
Price on request,Kalaat Landalous inKalaat Landalous,160m²,3 Rooms,2 Bathrooms,1 Piece,Villa,,New,1-5 years old,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"340,000 TND",Cité el Ghazela inRaoued,333m²,2 Rooms,1 Bathroom,3 Pieces,House,,Good condition,10-20 years old,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Skanes inMonastir Ville,120m²,3 Rooms,1 Bathroom,,Apartment,1st,New,10-20 years old,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Ain Zaghouan Nord inLa Marsa,200m²,3 Rooms,3 Bathrooms,1 Piece,House,,Good condition,1-5 years old,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no
Price on request,République inTunis,650m²,5 Rooms,2 Bathrooms,5 Pieces,Villa,,Good condition,20-30 years old,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"320,000 TND",Montfleury inTunis,168m²,4 Rooms,2 Bathrooms,5 Pieces,Apartment,1st,Good condition,Less than 1 year,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"80,000 TND",Kalâa Sghira,150m²,3 Rooms,1 Bathroom,8 Pieces,House,,Good condition,30-50 years old,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Beni Khiar inBeni Khiar,97m²,2 Rooms,1 Bathroom,1 Piece,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"880,000 TND",Ariana inAriana Ville,500m²,7 Rooms,3 Bathrooms,17 Pieces,House,,Good condition,20-30 years old,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no
"155,000 TND",Beni Khiar inBeni Khiar,58m²,1 Room,1 Bathroom,2 Pieces,Apartment,1st,Good condition,10-20 years old,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
"2,500,000 TND",Gabès Sud,1120m²,5 Rooms,2 Bathrooms,8 Pieces,Apartment,2nd,Good condition,,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Price on request,Skanes inMonastir Ville,97m²,2 Rooms,2 Bathrooms,,Apartment,2nd,Good condition,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no
Price on request,Les Jardins de Carthage inLe Kram,215m²,3 Rooms,3 Bathrooms,7 Pieces,Apartment,9th,Good condition,Less than 1 year,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
"310,000 TND",Montfleury inTunis,141m²,3 Rooms,2 Bathrooms,4 Pieces,House,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"450,000 TND",Mahdia Ville,350m²,,,,Villa,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Mezraya,800m²,4 Rooms,3 Bathrooms,6 Pieces,Villa,,New,Less than 1 year,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
Price on request,Takelsa,200m²,2 Rooms,1 Bathroom,,House,,Good condition,10-20 years old,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no
Price on request,Midoune inMidoun,250m²,3 Rooms,2 Bathrooms,,Villa,,Good condition,1-5 years old,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"1,100,000 TND",Sidi Frej inLa Soukra,500m²,5 Rooms,2 Bathrooms,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,500,000 TND",Cité Chaker inRaoued,150m²,5 Rooms,2 Bathrooms,4 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"210,000 TND",Ezzahra inEzzahra,143m²,4 Rooms,2 Bathrooms,5 Pieces,Apartment,3rd,Good condition,10-20 years old,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"340,000 TND",Hammamet Nord inHammamet,140m²,2 Rooms,2 Bathrooms,,Apartment,6th,Good condition,1-5 years old,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes
"280,000 TND",Bouchoucha inLe Bardo,80m²,2 Rooms,1 Bathroom,3 Pieces,House,,Due for reform,30-50 years old,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"710,000 TND",El Yasmina inCarthage,330m²,6 Rooms,2 Bathrooms,3 Pieces,Villa,,Good condition,1-5 years old,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Sidi Amor inLe Kram,54m²,1 Room,1 Bathroom,3 Pieces,Apartment,2nd,Good condition,5-10 years old,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"710,000 TND",Gammarth inLa Marsa,410m²,4 Rooms,2 Bathrooms,,Villa,,Good condition,,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"100,000 TND",Al-Qayrawan,70m²,1 Room,1 Bathroom,1 Piece,Apartment,,New,Less than 1 year,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Soliman,200m²,2 Rooms,1 Bathroom,3 Pieces,House,,Good condition,5-10 years old,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
"207,000 TND",La Goulette inLa Goulette,60m²,1 Room,1 Bathroom,1 Piece,Apartment,2nd,New,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no
"260,000 TND",El Hrairia inEl Hrairia,200m²,3 Rooms,1 Bathroom,5 Pieces,Villa,,New,1-5 years old,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Mornag inMornag,1300m²,6 Rooms,3 Bathrooms,10 Pieces,Villa,,Due for reform,,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"140,000 TND",Village Mediterranee inRades,80m²,2 Rooms,1 Bathroom,1 Piece,Apartment,,Good condition,,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Price on request,Ibn Sina inEl Kabaria,200m²,5 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,5-10 years old,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"360,000 TND",El Mourouj 1 inEl Mourouj,151m²,5 Rooms,1 Bathroom,,Villa,,Good condition,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
"125,000 TND",Ariana inAriana Ville,66m²,2 Rooms,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"240,000 TND",Kélibia,115m²,3 Rooms,1 Bathroom,1 Piece,Apartment,1st,New,Less than 1 year,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"265,000 TND",Sousse Ville inSousse Ville,170m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,2nd,Good condition,20-30 years old,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no
"125,000 TND",Borj Louzir inLa Soukra,100m²,3 Rooms,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"710,000 TND",Gammarth inLa Marsa,410m²,4 Rooms,2 Bathrooms,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,180,000 TND",La Soukra inLa Soukra,1150m²,5 Rooms,2 Bathrooms,7 Pieces,House,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"440,000 TND",Charguia 2 inLa Soukra,177m²,5 Rooms,2 Bathrooms,,Apartment,2nd,Good condition,20-30 years old,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Abou El Kacem Chebbi inTunis,65m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,20-30 years old,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no
"600,000 TND",Kélibia,288m²,4 Rooms,3 Bathrooms,1 Piece,Villa,,Good condition,1-5 years old,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes
Price on request,Ezzahra inJedaida,220m²,2 Rooms,10 Bathrooms,3 Pieces,Apartment,1st,Good condition,5-10 years old,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,La Manouba inLa Manouba,400m²,3 Rooms,1 Bathroom,1 Piece,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"270,000 TND",Kélibia,110m²,2 Rooms,1 Bathroom,1 Piece,Apartment,1st,New,1-5 years old,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Dar Fadhal inLa Soukra,140m²,3 Rooms,1 Bathroom,4 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"260,000 TND",La Goulette inLa Goulette,110m²,4 Rooms,1 Bathroom,5 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"290,000 TND",Borj Louzir inLa Soukra,164m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,1st,Good condition,5-10 years old,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
Price on request,Les Jardins de Carthage inLe Kram,250m²,3 Rooms,3 Bathrooms,,Apartment,,Good condition,5-10 years old,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"140,000 TND",El Yasminette inNouvelle Medina,82m²,5 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"225,000 TND",Mornag inMornag,160m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,4th,New,Less than 1 year,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no
Price on request,Mornag inMornag,396m²,5 Rooms,3 Bathrooms,10 Pieces,House,,Good condition,10-20 years old,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no
"205,000 TND",Aouina inLa Marsa,117m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,3rd,Good condition,20-30 years old,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"570,000 TND",Cité El Hidhab inFouchana,400m²,6 Rooms,2 Bathrooms,,Villa,,Good condition,1-5 years old,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
Price on request,Ben Arous Sud inBen Arous,200m²,2 Rooms,1 Bathroom,,House,,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"250,000 TND",Mahdia Ville inMahdia Ville,145m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,3rd,Good condition,10-20 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Gabès Sud,280m²,3 Rooms,1 Bathroom,4 Pieces,Villa,,Good condition,20-30 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Price on request,Cité El Mahrajene inEl Menzah,576m²,4 Rooms,6 Bathrooms,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Cité Ettahrir,100m²,3 Rooms,2 Bathrooms,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Tantana,90m²,2 Rooms,1 Bathroom,2 Pieces,Villa,,New,1-5 years old,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"170,000 TND",Kélibia,130m²,3 Rooms,2 Bathrooms,1 Piece,Apartment,,New,Less than 1 year,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Price on request,Ben Arous inBen Arous,130m²,2 Rooms,1 Bathroom,,House,,New,1-5 years old,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Cité Khaled Ibn El Walid inDouar Hicher,139m²,2 Rooms,1 Bathroom,,House,,Good condition,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"30,000 TND",Bouficha,127m²,1 Room,1 Bathroom,1 Piece,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Cité Plein Air inBoumhel Bassatine,242m²,4 Rooms,3 Bathrooms,,Villa,,New,Less than 1 year,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no
"1,600,000 TND",Le Kram inLe Kram,400m²,4 Rooms,2 Bathrooms,12 Pieces,House,,Good condition,30-50 years old,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
Price on request,Le Kram inLe Kram,90m²,2 Rooms,1 Bathroom,6 Pieces,Apartment,5th,New,1-5 years old,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no
"900,000 TND",Riadh al Andalous inAriana Ville,500m²,6 Rooms,2 Bathrooms,11 Pieces,House,,Good condition,10-20 years old,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"280,000 TND",Le Bardo inLe Bardo,130m²,3 Rooms,1 Bathroom,1 Piece,House,,Good condition,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no
"200,000 TND",El Ain,110m²,3 Rooms,2 Bathrooms,7 Pieces,Apartment,4th,Good condition,10-20 years old,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
Price on request,Cité El Agba inMonastir Ville,101m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,2nd,Good condition,1-5 years old,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"680,000 TND",Les Jardins de Carthage inLe Kram,225m²,,,,Apartment,,,,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no
"920,000 TND",Chotrana 2 inLa Soukra,235m²,3 Rooms,2 Bathrooms,3 Pieces,Villa,,New,,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no
"630,000 TND",La Soukra inLa Soukra,230m²,4 Rooms,,,Apartment,,,,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"420,000 TND",El Menzah 7 inAriana Ville,160m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,4th,Good condition,5-10 years old,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
Price on request,La Manouba inLa Manouba,85m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,3rd,Good condition,5-10 years old,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
Price on request,Chotrana 3 inLa Soukra,300m²,4 Rooms,4 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no
"90,000 TND",Ksar Said inLe Bardo,76m²,3 Rooms,1 Bathroom,3 Pieces,Apartment,2nd,Good condition,20-30 years old,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"160,000 TND",Kélibia,85m²,2 Rooms,1 Bathroom,1 Piece,Apartment,3rd,New,Less than 1 year,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Sousse Corniche,110m²,3 Rooms,2 Bathrooms,,Apartment,3rd,Good condition,10-20 years old,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Price on request,Cité Ettadhamen inEttadhamen,120m²,2 Rooms,2 Bathrooms,2 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Mnihla inMnihla,125m²,3 Rooms,1 Bathroom,5 Pieces,Apartment,1st,New,5-10 years old,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"650,000 TND",El Mourouj 1 inEl Mourouj,372m²,9 Rooms,2 Bathrooms,14 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
Price on request,Sousse Corniche,110m²,3 Rooms,2 Bathrooms,,Apartment,3rd,Good condition,10-20 years old,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
"375,000 TND",Hammamet Nord inHammamet,134m²,2 Rooms,1 Bathroom,6 Pieces,Apartment,20th,New,Less than 1 year,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes
Price on request,Borj Cedria inHammam Chatt,204m²,8 Rooms,3 Bathrooms,9 Pieces,House,,Good condition,10-20 years old,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes
Price on request,Maakel Ezzaim inTunis,120m²,8 Rooms,2 Bathrooms,8 Pieces,House,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"570,000 TND",El Manar 2 inEl Menzah,450m²,13 Rooms,6 Bathrooms,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Skanes inMonastir Ville,390m²,6 Rooms,5 Bathrooms,3 Pieces,Villa,,New,Less than 1 year,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"800,000 TND",Sousse Ville inSousse Ville,155m²,5 Rooms,1 Bathroom,5 Pieces,Villa,,New,,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,La Manouba inLa Manouba,400m²,7 Rooms,2 Bathrooms,9 Pieces,Villa,,Good condition,20-30 years old,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
Price on request,El Mourouj 5 inEl Mourouj,428m²,17 Rooms,7 Bathrooms,22 Pieces,Villa,,Good condition,20-30 years old,no,yes,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no
"500,000 TND",Cité Taher Haddad inEl Mourouj,300m²,6 Rooms,3 Bathrooms,9 Pieces,House,,Good condition,5-10 years old,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"80,000 TND",Cité El Bassatine Ancien inBoumhel Bassatine,75m²,1 Room,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"160,000 TND",Cité El Habib inEzzahra,94m²,3 Rooms,1 Bathroom,1 Piece,Apartment,3rd,Good condition,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"425,000 TND",Ouerdanine,200m²,5 Rooms,2 Bathrooms,11 Pieces,Villa,,Good condition,,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no
"190,000 TND",Raoued inRaoued,130m²,4 Rooms,2 Bathrooms,,House,,Due for reform,10-20 years old,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no
Price on request,Cité de la santé inLa Soukra,136m²,3 Rooms,2 Bathrooms,,Apartment,2nd,Good condition,,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"680,000 TND",El Mourouj 4 inEl Mourouj,286m²,4 Rooms,1 Bathroom,,Villa,,Good condition,10-20 years old,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no
Price on request,La Marsa inLa Marsa,240m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
Price on request,Le Bardo inLe Bardo,85m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
Price on request,Cité Hached 2 inMohamadia,,3 Rooms,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"130,000 TND",Cité El Bassatine Ancien inBoumhel Bassatine,110m²,2 Rooms,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Cité Hached 2 inMohamadia,100m²,3 Rooms,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"250,000 TND",La Marsa inLa Marsa,80m²,1 Room,1 Bathroom,1 Piece,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
"1,280,000 TND",La Soukra inLa Soukra,500m²,6 Rooms,,7 Pieces,Villa,,,,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,El Alia 2 inEl Mourouj,101m²,4 Rooms,1 Bathroom,5 Pieces,Apartment,3rd,Good condition,10-20 years old,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no
Price on request,Hammamet inHammamet,109m²,2 Rooms,1 Bathroom,5 Pieces,House,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,500,000 TND",La Marsa,183m²,,1 Bathroom,,Apartment,,,,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"800,000 TND",La Soukra inLa Soukra,260m²,4 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Price on request,Ain Zaghouan Nord inLa Marsa,600m²,4 Rooms,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
