Price,Location,Area,Rooms,Bathrooms,Pieces,Type of property,Floor,Condition,Age,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
"580,000 TND",El Kantaoui inHammam Sousse,133m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,2nd,New,Less than 1 year,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"1,100,000 TND",Khezama Ouest,600m²,6 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no
"590,000 TND",Hammam Sousse Gharbi,370m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,1-5 years old,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"294,000 TND",La Soukra inLa Soukra,93m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
"375,000 TND",Bou Mhel inBoumhel Bassatine,152m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"1,800,000 TND",La Soukra inLa Soukra,460m²,3 Rooms,4 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no
Price on request,Les Jardins de Carthage inLe Kram,236m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,700,000 TND",Gammarth inLa Marsa,500m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no
Price on request,Sidi Bousaid inCarthage,200m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,5-10 years old,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes
"478,400 TND",Les Jardins de Carthage inLe Kram,92m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,Less than 1 year,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"370,000 TND",Riadh al Andalous inAriana Ville,117m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,1st,Good condition,5-10 years old,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no
"562,800 TND",Les Jardins de Carthage inLe Kram,100m²,2 Rooms,1 Bathroom,1 Piece,Apartment,2nd,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,112m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,6th,New,Less than 1 year,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"2,600,000 TND",La Soukra inLa Soukra,1300m²,5 Rooms,4 Bathrooms,6 Pieces,Villa,,Good condition,Less than 1 year,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,no
"1,400,000 TND",La Soukra inLa Soukra,505m²,4 Rooms,1 Bathroom,5 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"900,000 TND",Les Jardins de Carthage inLe Kram,178m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,Good condition,5-10 years old,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no
"298,000 TND",Sahloul inSousse Ville,103m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"315,000 TND",Aouina inLa Marsa,122m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,5-10 years old,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no
"2,100,000 TND",Gammarth inLa Marsa,378m²,4 Rooms,5 Bathrooms,5 Pieces,Villa,,New,,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,500,000 TND",Cité de la Plage inHammam Sousse,720m²,10 Rooms,10 Bathrooms,16 Pieces,Villa,,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"200,000 TND",Hammamet inHammamet,80m²,1 Room,1 Bathroom,4 Pieces,Apartment,,New,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"530,000 TND",Cité Ennasr inMnihla,180m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"660,000 TND",Hammamet inHammamet,200m²,2 Rooms,1 Bathroom,5 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,200,000 TND",Hammamet Sud inHammamet,600m²,5 Rooms,5 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Price on request,Hammamet Sud inHammamet,600m²,4 Rooms,3 Bathrooms,4 Pieces,Villa,,New,Less than 1 year,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"880,000 TND",Hammamet inHammamet,500m²,4 Rooms,5 Bathrooms,6 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes
"1,109,000 TND",Cité Jardins inCité El Khadra,470m²,4 Rooms,1 Bathroom,2 Pieces,House,,Due for reform,,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"275,000 TND",Hammamet Nord inHammamet,94m²,3 Rooms,1 Bathroom,4 Pieces,House,,Good condition,,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes
"845,000 TND",Hammamet inHammamet,345m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no
Price on request,Hammamet Nord inHammamet,1000m²,4 Rooms,3 Bathrooms,6 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no
"950,000 TND",Hammamet inHammamet,166m²,2 Rooms,3 Bathrooms,7 Pieces,Apartment,2nd,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
"320,000 TND",Hammamet inHammamet,100m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
"650,000 TND",Hammamet inHammamet,220m²,4 Rooms,1 Bathroom,5 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"982,000 TND",La Marsa inLa Marsa,153m²,2 Rooms,3 Bathrooms,3 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"180,000 TND",Kélibia,200m²,3 Rooms,1 Bathroom,4 Pieces,House,,New,,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
"180,000 TND",Kélibia,127m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"224,000 TND",Nouvelle Medina inNouvelle Medina,97m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,2nd,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
"350,000 TND",Kélibia,240m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"280,000 TND",Hergla,160m²,3 Rooms,2 Bathrooms,4 Pieces,House,,Good condition,,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"146,000 TND",Zone Industrielle El Meghira inFouchana,82m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
"190,000 TND",Hergla,200m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"182,000 TND",Hergla,119m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,3rd,Good condition,10-20 years old,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"192,000 TND",Le Kef,89m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"75,000 TND",Kélibia,50m²,1 Room,1 Bathroom,1 Piece,Apartment,,New,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,200,000 TND",Gammarth inLa Marsa,252m²,3 Rooms,4 Bathrooms,4 Pieces,Villa,,New,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"756,500 TND",Chotrana 1 inLa Soukra,219m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no
"400,000 TND",Gammarth Village inLa Marsa,166m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"775,500 TND",Les Berges Du Lac 2 inLa Marsa,141m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"500,000 TND",Les Berges Du Lac 2 inLa Marsa,100m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Price on request,Chotrana 3 inLa Soukra,162m²,3 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"413,000 TND",Les Berges Du Lac 2 inLa Marsa,69m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no
"640,000 TND",Les Jardins de Carthage inLe Kram,128m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"170,000 TND",Aouina inLa Marsa,57m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no
"848,000 TND",Les Jardins de Carthage inLe Kram,172m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
"820,000 TND",Les Berges Du Lac 2 inLa Marsa,205m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Price on request,Les Jardins de Carthage inLe Kram,72m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no
"850,000 TND",Les Berges Du Lac 1 inLa Marsa,335m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"1,300,000 TND",Aéroport Tunis Carthage inLa Soukra,300m²,4 Rooms,1 Bathroom,4 Pieces,House,,New,,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"689,500 TND",Ain Zaghouan Nord inLa Marsa,198m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
"995,000 TND",Aéroport Tunis Carthage inLa Soukra,244m²,3 Rooms,1 Bathroom,3 Pieces,Villa,,New,,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"360,000 TND",La Marsa inLa Marsa,120m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no
"1,650,000 TND",La Marsa inLa Marsa,440m²,4 Rooms,3 Bathrooms,5 Pieces,House,,Good condition,,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Chott Meriem inAkouda,435m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Due for reform,,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Sousse Corniche,67m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
"360,000 TND",Bhar Lazreg inLa Marsa,136m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"4,500,000 TND",Les Jardins de Carthage inLe Kram,550m²,,,,Villa,,,,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Gammarth inLa Marsa,206m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
"590,000 TND",Les Jardins de Carthage inLe Kram,185m²,4 Rooms,3 Bathrooms,5 Pieces,Apartment,1st,Good condition,5-10 years old,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"1,100,000 TND",Les Jardins de Carthage inLe Kram,265m²,4 Rooms,1 Bathroom,5 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Chotrana 2 inLa Soukra,165m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no
"1,050,000 TND",Nabeul,500m²,,,,Villa,,,,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"650,000 TND",Cité El Wafa inNabeul,327m²,,,,Villa,,,,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"640,000 TND",Chotrana 2 inLa Soukra,162m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no
"460,000 TND",Nabeul,293m²,,,,Apartment,,,,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"275,000 TND",Nabeul,78m²,,,,Apartment,,,,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"640,000 TND",Chotrana 2 inLa Soukra,162m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,1st,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
Price on request,Riadh al Andalous inAriana Ville,139m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"500,000 TND",Nabeul,158m²,,,,Apartment,,,,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,122m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,5th,New,,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"365,000 TND",Les Berges Du Lac 2 inLa Marsa,67m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"850,000 TND",Les Berges Du Lac 2 inLa Marsa,190m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no
"760,000 TND",Les Berges Du Lac 2 inLa Marsa,155m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,5-10 years old,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no
"550,000 TND",La Soukra inLa Soukra,232m²,4 Rooms,3 Bathrooms,5 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"1,200,000 TND",Hammamet inHammamet,680m²,4 Rooms,5 Bathrooms,6 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"870,000 TND",Hammamet inHammamet,325m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Cité de la Plage inHammam Sousse,100m²,2 Rooms,1 Bathroom,1 Piece,Apartment,,Good condition,,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,500,000 TND",La Goulette Casino inLa Goulette,970m²,9 Rooms,6 Bathrooms,10 Pieces,Villa,,New,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Sidi Bousaid inCarthage,,2 Rooms,1 Bathroom,2 Pieces,Apartment,,Good condition,,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no
Price on request,Hammamet Nord inHammamet,116m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"585,000 TND",Cité Ennasr 2 inAriana Ville,218m²,4 Rooms,2 Bathrooms,2 Pieces,Apartment,5th,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,104m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,6th,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"1,400,000 TND",Cité des Juges inLa Marsa,600m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"442,000 TND",Les Jardins de Carthage inLe Kram,80m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
"230,000 TND",Aouina inLa Marsa,64m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"328,500 TND",Mahdia,73m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,yes
"2,100,000 TND",Gammarth Supérieur inLa Marsa,331m²,5 Rooms,5 Bathrooms,7 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no
"1,600,000 TND",Les Jardins de Carthage inLe Kram,365m²,4 Rooms,4 Bathrooms,6 Pieces,Apartment,,New,,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"575,000 TND",Cité Plein Air inBoumhel Bassatine,350m²,3 Rooms,2 Bathrooms,4 Pieces,House,,Good condition,,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
"500,000 TND",Bou Mhel inBoumhel Bassatine,400m²,3 Rooms,1 Bathroom,3 Pieces,Villa,,Good condition,1-5 years old,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,115m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,5th,New,,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"340,000 TND",Mansourah inKairouan Ville,310m²,4 Rooms,2 Bathrooms,3 Pieces,Villa,,Good condition,5-10 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"180,000 TND",Kairouan Ville inKairouan Ville,82m²,4 Rooms,1 Bathroom,2 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,115m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,New,,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"780,000 TND",Kiblia inKairouan Ville,373m²,4 Rooms,2 Bathrooms,2 Pieces,Villa,,Good condition,10-20 years old,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no
"230,000 TND",Kairouan Ville inKairouan Ville,200m²,5 Rooms,2 Bathrooms,2 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,115m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"140,000 TND",Kairouan Ville inKairouan Ville,100m²,3 Rooms,2 Bathrooms,2 Pieces,House,,Good condition,5-10 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"850,000 TND",Les Berges Du Lac 2 inLa Marsa,200m²,3 Rooms,3 Bathrooms,5 Pieces,Apartment,1st,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
Price on request,El Mourouj 6 inEl Mourouj,115m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,Less than 1 year,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"450,000 TND",Hammamet Nord inHammamet,135m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"396,000 TND",La Soukra inLa Soukra,94m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
"578,000 TND",Les Jardins de Carthage inLe Kram,123m²,2 Rooms,3 Bathrooms,3 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet Sud inHammamet,282m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no
"185,000 TND",Hammamet inHammamet,40m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"350,000 TND",Ain Zaghouan Nord inLa Marsa,62m²,1 Room,1 Bathroom,2 Pieces,Apartment,,,,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"845,000 TND",Hammamet inHammamet,345m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"180,000 TND",Bab Bhar inTunis,70m²,2 Rooms,2 Bathrooms,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"265,000 TND",La Marsa inLa Marsa,65m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,10-20 years old,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"385,000 TND",El Menzah 4 inEl Menzah,113m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"1,380,000 TND",El Manar 1 inEl Menzah,600m²,4 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,300,000 TND",Chotrana 1 inLa Soukra,360m²,5 Rooms,1 Bathroom,5 Pieces,House,,New,,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
"1,240,000 TND",El Manar 3 inEl Menzah,390m²,6 Rooms,2 Bathrooms,2 Pieces,Villa,,Due for reform,20-30 years old,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"420,000 TND",Les Jardins de Carthage inLe Kram,96m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
