Type,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Stage,Age,uknown
apartment,"3,000 TND",Gammarth inLa Marsa,120m²,,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,,,1 Piece
apartment,"2,800 TND",Cité El Khalil inLa Marsa,160m²,4 Pieces,3 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,200 TND",Les Berges Du Lac 1 inLa Marsa,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,,,
apartment,"1,900 TND",Ain Zaghouan Nord inLa Marsa,80m²,2 Pieces,1 Room,1 Bathroom,,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
house,"1,500 TND",Le Kram,70m²,2 Pieces,1 Room,1 Bathroom,,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
house,"10,000 TND",Gammarth Supérieur inLa Marsa,350m²,5 Pieces,4 Rooms,2 Bathrooms,,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,,
apartment,"1,900 TND",Les Jardins de Carthage inLe Kram,70m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,1-5 years old,
apartment,"1,100 TND",Chotrana 1 inLa Soukra,55m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,,,
house,"4,500 TND",La Soukra inLa Soukra,,4 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,,1-5 years old,
apartment,"2,400 TND",Gammarth inLa Marsa,,3 Pieces,2 Rooms,4 Bathrooms,New,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,,5-10 years old,
apartment,"6,500 TND",Les Berges Du Lac 2 inLa Marsa,,4 Pieces,3 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,,5-10 years old,
house,"3,500 TND",Les Berges Du Lac 2 inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2ndstage,1-5 years old,
apartment,"3,300 TND",La Marsa inLa Marsa,,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,,1-5 years old,
house,"8,000 TND",Gammarth inLa Marsa,900m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,,,
apartment,"8,000 TND",La Marsa inLa Marsa,350m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
house,"8,000 TND",Sidi Bousaid inCarthage,320m²,6 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,,5-10 years old,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,"6,500 TND",La Marsa inLa Marsa,600m²,6 Pieces,5 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,100 TND",Cité El Wafa inNabeul,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,2ndstage,,
house,"1,200 TND",Ain Zaghouan Sud inLa Marsa,120m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,,,
apartment,"1,600 TND",La Marsa inLa Marsa,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,,,
apartment,"1,100 TND",Ain Zaghouan Nord inLa Marsa,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,,,
apartment,"1,450 TND",La Marsa inLa Marsa,174m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,,,
house,"1,400 TND",La Soukra inLa Soukra,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,,,
apartment,"1,420 TND",Aouina inLa Marsa,,,1 Room,1 Bathroom,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,1 Piece
house,"3,500 TND",La Marsa inLa Marsa,400m²,5 Pieces,4 Rooms,1 Bathroom,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"4,500 TND",La Marsa inLa Marsa,230m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
apartment,"5,000 TND",La Marsa inLa Marsa,135m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
apartment,"2,500 TND",Sidi Daoued inLa Marsa,200m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,,10-20 years old,
apartment,"3,300 TND",La Marsa inLa Marsa,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,,,
apartment,"3,000 TND",La Marsa inLa Marsa,85m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,,10-20 years old,
apartment,"3,000 TND",Sidi Bousaid inCarthage,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,1ststage,5-10 years old,
apartment,"3,000 TND",La Marsa inLa Marsa,225m²,6 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,,5-10 years old,
apartment,"2,400 TND",La Marsa inLa Marsa,170m²,3 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,1ststage,1-5 years old,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartment,"1,300 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,400 TND",La Marsa inLa Marsa,150m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,800 TND,La Marsa inLa Marsa,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,,,
house,"6,500 TND",La Soukra inLa Soukra,300m²,6 Pieces,5 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,800 TNDDecreased by200 TND",Les Jardins de Carthage inLe Kram,230m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
apartment,"1,200 TND",La Soukra inLa Soukra,90m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,2ndstage,Less than 1 year,
house,,La Marsa inLa Marsa,1600m²,5 Pieces,4 Rooms,4 Bathrooms,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
apartment,"4,800 TND",Gammarth Supérieur inLa Marsa,250m²,4 Pieces,3 Rooms,4 Bathrooms,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
apartment,"4,500 TND",La Marsa inLa Marsa,170m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,3rdstage,Less than 1 year,
apartment,"2,500 TND",Les Jardins de Carthage inLe Kram,175m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,2ndstage,5-10 years old,
apartment,"2,100 TND",La Marsa inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,,Less than 1 year,
house,"3,500 TND",Les Jardins de Carthage inLe Kram,170m²,3 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,6thstage,Less than 1 year,
house,"6,500 TND",Gammarth Supérieur inLa Marsa,450m²,7 Pieces,6 Rooms,4 Bathrooms,,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,,,
house,"3,500 TND",La Marsa inLa Marsa,250m²,5 Pieces,4 Rooms,2 Bathrooms,,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"8,000 TND",La Marsa inLa Marsa,500m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,,,
apartment,"2,300 TND",Les Berges Du Lac 1 inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartment,"4,000 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,Less than 1 year,
house,"6,500 TND",La Marsa inLa Marsa,400m²,5 Pieces,4 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,,Less than 1 year,
house,"4,500 TND",Gammarth Supérieur inLa Marsa,400m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,,Less than 1 year,
apartment,850 TND,Ain Zaghouan Nord inLa Marsa,74m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,4thstage,10-20 years old,
apartment,"1,100 TNDDecreased by100 TND",Les Jardins de Carthage inLe Kram,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,,,
apartment,"3,500 TND",La Marsa inLa Marsa,150m²,3 Pieces,2 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,,
house,"2,700 TND",Sidi Daoued inLa Marsa,200m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"3,500 TND",La Marsa inLa Marsa,125m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
house,"3,500 TND",La Goulette inLa Goulette,330m²,5 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,,5-10 years old,
apartment,"3,500 TND",La Marsa inLa Marsa,130m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"3,500 TND",Gammarth inLa Marsa,175m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"3,500 TND",Cité Les Pins inLa Marsa,350m²,6 Pieces,3 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,1-5 years old,
apartment,"3,500 TND",La Marsa inLa Marsa,120m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartment,"1,100 TND",Cité Ennasr inMnihla,65m²,,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,4thstage,1-5 years old,
apartment,"1,050 TND",Ain Zaghouan Nord inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,2ndstage,1-5 years old,
house,"7,000 TND",Tunis,320m²,5 Pieces,4 Rooms,3 Bathrooms,,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
house,"3,800 TND",El Menzah,220m²,,5 Rooms,,,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,000 TND",Sousse Jaouhara inSousse Jaouhara,,4 Pieces,3 Rooms,1 Bathroom,New,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2ndstage,Less than 1 year,
house,"5,000 TND",La Marsa inLa Marsa,300m²,6 Pieces,5 Rooms,2 Bathrooms,,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,500 TND",Le Kram,160m²,4 Pieces,3 Rooms,1 Bathroom,,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
apartment,"2,500 TND",La Marsa,119m²,3 Pieces,2 Rooms,1 Bathroom,,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
apartment,"1,300 TND",Le Kram,60m²,2 Pieces,1 Room,1 Bathroom,,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,1ststage,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartment,"2,000 TND",Les Jardins de Carthage inLe Kram,70m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,,,
apartment,,Les Berges Du Lac 2 inLa Marsa,120m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,3rdstage,1-5 years old,
apartment,"1,800 TND",La Soukra inLa Soukra,140m²,,3 Rooms,,,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,500 TND",Les Jardins de Carthage inLe Kram,100m²,2 Pieces,1 Room,1 Bathroom,New,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,,,
house,"1,600 TND",La Soukra inLa Soukra,180m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,850 TND",Les Jardins de Carthage inLe Kram,153m²,6 Pieces,4 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,6thstage,Less than 1 year,
apartment,"1,250 TND",Les Jardins de Carthage inLe Kram,90m²,,3 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,1ststage,5-10 years old,
apartment,"1,000 TND",La Soukra inLa Soukra,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,1ststage,1-5 years old,
house,"15,000 TND",La Marsa,750m²,6 Pieces,5 Rooms,2 Bathrooms,,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,,,
apartment,"1,900 TND",Le Kram,70m²,2 Pieces,1 Room,1 Bathroom,,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
apartment,"2,200 TND",Le Kram,90m²,3 Pieces,2 Rooms,1 Bathroom,,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,1ststage,,
apartment,"4,000 TND",Gammarth inLa Marsa,210m²,4 Pieces,3 Rooms,1 Bathroom,,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
apartment,"2,500 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,2ndstage,5-10 years old,
apartment,"7,000 TND",Gammarth Supérieur inLa Marsa,330m²,4 Pieces,3 Rooms,4 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,3rdstage,Less than 1 year,
house,"6,000 TND",Gammarth Supérieur inLa Marsa,350m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,,Less than 1 year,
apartment,"3,500 TND",La Marsa inLa Marsa,160m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,3rdstage,1-5 years old,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartment,"2,850 TND",Ain Zaghouan Nord inLa Marsa,110m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,1ststage,1-5 years old,
apartment,"1,400 TND",La Soukra inLa Soukra,130m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,,1-5 years old,
apartment,950 TND,Ain Zaghouan Nord inLa Marsa,63m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"6,000 TND",Gammarth Supérieur inLa Marsa,400m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,5-10 years old,
apartment,"1,600 TND",La Marsa inLa Marsa,100m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,,1-5 years old,
apartment,"4,900 TND",Les Berges Du Lac 2 inLa Marsa,320m²,5 Pieces,4 Rooms,5 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
